frame_idx,mean_entropy,mean_confidence,mean_deviation,rmse_deviation,max_deviation,rmse_x,rmse_y,rmse_z,mean_x,mean_y,mean_z,std_x,std_y,std_z
0,0.4966740310192108,0.6855134963989258,0.4568394124507904,1.6182420253753662,13.664565086364746,1.1255303621292114,1.0703679323196411,0.45409390330314636,-0.07335574179887772,-0.10578469187021255,0.04188011214137077,1.1262701749801636,1.068098783493042,0.4534197747707367
1,0.4337560832500458,0.7359303832054138,0.2252454161643982,0.6824467182159424,6.0605621337890625,0.373229056596756,0.532402515411377,0.20731885731220245,0.04516526311635971,0.011100002564489841,0.02004307508468628,0.37151962518692017,0.5337715744972229,0.20692332088947296
2,0.41324570775032043,0.696673572063446,0.2343323677778244,0.7071466445922852,6.118487358093262,0.49753856658935547,0.45675110816955566,0.2095000445842743,-0.059539005160331726,-0.046698544174432755,0.004605572670698166,0.49534115195274353,0.45562493801116943,0.21003365516662598
3,0.4021606743335724,0.7295450568199158,1.247331976890564,12.009950637817383,160.0950927734375,6.28633451461792,9.534248352050781,3.717395067214966,0.4849972426891327,-0.7577395439147949,0.2744769752025604,6.2850799560546875,9.530599594116211,3.7175893783569336
4,0.42539823055267334,0.713384211063385,0.5486730933189392,3.82092547416687,49.97930145263672,3.2581140995025635,1.961839199066162,0.3678969442844391,0.25192776322364807,0.16446204483509064,-0.0009624467929825187,3.2574210166931152,1.9603866338729858,0.3689219057559967
5,0.3940128684043884,0.7071983218193054,0.995083749294281,8.137579917907715,105.05962371826172,4.935958385467529,6.222127437591553,1.7724705934524536,-0.449247807264328,-0.603577196598053,0.16306942701339722,4.929183006286621,6.210058212280273,1.7698767185211182
6,0.35734233260154724,0.7200483083724976,0.9063833951950073,6.01336669921875,77.04679107666016,4.10880184173584,4.338098526000977,0.6776618361473083,0.25892335176467896,-0.42233023047447205,0.0786113440990448,4.11207389831543,4.329534530639648,0.6749643087387085
7,0.44707000255584717,0.6952210068702698,0.9052818417549133,5.9996466636657715,69.40823364257812,3.762385129928589,4.576140880584717,0.9482390880584717,-0.009529262781143188,-0.13505150377750397,-0.01442942675203085,3.7728676795959473,4.586906909942627,0.950774073600769
8,0.40502771735191345,0.7069616317749023,0.21644620597362518,0.6678813695907593,7.011779308319092,0.38015198707580566,0.4931071102619171,0.2416512370109558,-0.04106755182147026,0.03700125217437744,-0.03157949075102806,0.37898141145706177,0.4930885434150696,0.2402472048997879
9,0.39685991406440735,0.7207135558128357,0.9167803525924683,5.901533603668213,59.86085510253906,2.6133527755737305,5.231865406036377,0.7912471294403076,-0.23683573305606842,-0.5695750713348389,0.04320468381047249,2.609858989715576,5.21527624130249,0.7922705411911011
10,0.4248911738395691,0.7101669311523438,2.4100615978240967,20.070024490356445,208.1190948486328,19.059558868408203,5.4172749519348145,3.192534923553467,1.9579885005950928,-0.25201883912086487,0.22003433108329773,19.0116024017334,5.426504135131836,3.1938278675079346
11,0.4592258632183075,0.7032532691955566,1.357218623161316,12.559978485107422,167.5540008544922,5.756583213806152,10.227384567260742,4.4738593101501465,0.4005197286605835,0.7821661233901978,-0.3317502737045288,5.7586517333984375,10.225875854492188,4.473987102508545
12,0.4168289303779602,0.7006865739822388,0.6585502624511719,5.767995357513428,77.0869140625,3.9696097373962402,4.1485490798950195,0.5490983724594116,0.26477986574172974,-0.33160099387168884,0.04635196924209595,3.9718172550201416,4.146810054779053,0.5486646294593811
13,0.4151625633239746,0.7076334953308105,1.5101759433746338,10.802042961120605,120.85997772216797,2.7160634994506836,9.913049697875977,3.3224356174468994,-0.19074514508247375,-1.0031051635742188,0.3096431493759155,2.7169148921966553,9.889676094055176,3.31720232963562
14,0.46243712306022644,0.6959418654441833,2.5061240196228027,21.171419143676758,201.9062957763672,7.187236785888672,19.64938735961914,3.236379384994507,-0.841504693031311,-0.029949696734547615,0.20705538988113403,7.157713413238525,19.70417594909668,3.238758087158203
15,0.4296097755432129,0.7149011492729187,0.3207946717739105,0.7698009610176086,5.211976051330566,0.4244611859321594,0.45490798354148865,0.45330455899238586,-0.015317217446863651,-0.030072228983044624,-0.0037051313556730747,0.42536792159080505,0.45517903566360474,0.45455384254455566
16,0.41274794936180115,0.706442654132843,0.8710085153579712,5.993260383605957,77.52877044677734,1.153473138809204,5.807312488555908,0.929401159286499,-0.009433481842279434,-0.4023258686065674,0.0917268916964531,1.1566519737243652,5.8095197677612305,0.9274435043334961
17,0.489116370677948,0.7185443639755249,1.3886228799819946,9.399650573730469,95.99071502685547,6.935171127319336,5.92263126373291,2.275800943374634,-0.5295676589012146,0.4990805983543396,0.17546235024929047,6.934211254119873,5.918028354644775,2.2753560543060303
18,0.415977418422699,0.7137542963027954,1.0514907836914062,6.477304458618164,66.21356964111328,5.235004901885986,3.602363109588623,1.2542643547058105,0.11369109153747559,-0.47043654322624207,-0.06393109261989594,5.248368740081787,3.5814759731292725,1.2561283111572266
19,0.4016769528388977,0.7237443327903748,0.4693787693977356,2.707115888595581,34.85132598876953,1.4806276559829712,2.243154287338257,0.3232276439666748,0.10748401284217834,0.18902261555194855,-0.022278092801570892,1.4808403253555298,2.241410493850708,0.3233584463596344
20,0.4102628827095032,0.7166953682899475,0.14551307260990143,0.3255327045917511,2.6293833255767822,0.254546582698822,0.1121736690402031,0.16909955441951752,-0.03385729342699051,0.005625012330710888,-0.026447495445609093,0.2529885470867157,0.11234506219625473,0.16748441755771637
21,0.4063735902309418,0.7224714756011963,0.22853749990463257,0.533005952835083,3.546471357345581,0.27793359756469727,0.36559081077575684,0.2705395519733429,-0.01402093842625618,-0.053979795426130295,-0.009396274574100971,0.2783539593219757,0.36259233951568604,0.2711305022239685
22,0.43829068541526794,0.7081876397132874,0.4526529312133789,3.238264322280884,42.70438766479492,1.6408610343933105,2.7248034477233887,0.607764720916748,-0.11028711497783661,-0.2212163805961609,0.010976730845868587,1.6417170763015747,2.723384141921997,0.6093605756759644
23,0.41606271266937256,0.7097465395927429,0.37547168135643005,1.1966625452041626,11.365155220031738,0.9311915636062622,0.631874680519104,0.4069618880748749,0.04828501492738724,0.02061540074646473,-0.018812309950590134,0.9325328469276428,0.6332998871803284,0.4076608121395111
24,0.4191090166568756,0.7135061621665955,0.2029188871383667,0.550614595413208,4.592573165893555,0.3348988890647888,0.3966311514377594,0.1835835576057434,0.020084064453840256,0.017297210171818733,-0.024486877024173737,0.3352286219596863,0.39735910296440125,0.18245068192481995
25,0.4116342067718506,0.7332549691200256,1.205419898033142,9.013802528381348,95.2638168334961,5.1498589515686035,7.0168023109436035,2.3435182571411133,-0.013037554919719696,-0.14481833577156067,-0.003103076247498393,5.1642069816589355,7.034875869750977,2.350053071975708
26,0.40693408250808716,0.7144041657447815,0.9835503101348877,9.85792350769043,131.8304443359375,7.9865522384643555,5.394374847412109,2.0722858905792236,0.5202857255935669,-0.47038504481315613,0.15245367586612701,7.991817474365234,5.388816833496094,2.0724353790283203
27,0.4397040009498596,0.7116721272468567,0.24473664164543152,0.6868358850479126,5.0151495933532715,0.5224863290786743,0.33654889464378357,0.2923804819583893,-0.03241940215229988,0.00442272424697876,0.0048959520645439625,0.5229342579841614,0.3374585211277008,0.2931549549102783
28,0.41646909713745117,0.7049140930175781,1.2721879482269287,12.340883255004883,164.71450805664062,9.722794532775879,6.786624431610107,3.4214580059051514,0.786594569683075,-0.5806405544281006,0.26033347845077515,9.717955589294434,6.780600070953369,3.421055316925049
